CO_CNES,Razao_Social,Nome_Fantasia,CO_CEP,Cidade,UF,estado_municipio.1,LAT,LONG
6948960,FUNDACAO MUNICIPAL DE SAUDE DE RIO CLARO,SAMU 192 AVANCADO RIO CLARO,13505152,Rio Claro,SP,SP,-22.3984,-47.5546
6956297,PREFEITURA MUNICIPAL DE SAUDE,SAMU 192 MOTOLANCIA,96015140,Pelotas,RS,RS,-31.7649,-52.3371
6955991,PREFEITURA MUNICIPAL DE PELOTAS,SAMU 192 USB1,96015140,Pelotas,RS,RS,-31.7649,-52.3371
6956076,PREFEITURA MUNICIPAL DE PELOTAS,SAMU 192 USB2,96015140,Pelotas,RS,RS,-31.7649,-52.3371
6957617,PREFEITURA MUNICIPAL DE PELOTAS,SAMU192 USA,96015140,Pelotas,RS,RS,-31.7649,-52.3371
6958540,PREFEITURA MUNICIPAL DE PELOTAS,SAMU 192 USB 3,96015140,Pelotas,RS,RS,-31.7649,-52.3371
6953433,MUNICIPIO DE CASTRO,SAMU BASICO BRAVO 08,84172400,Castro,PR,PR,-24.7891,-50.0108
6961517,PREFEITURA MUNICIPAL DE CENTENARIO DO SUL,SAMU CENTENARIO DO SUL,86630000,Centenario do Sul,PR,PR,-22.8188,-51.5973
6947514,MUNICIPIO DE PONTA GROSSA,AMBULANCIA SAMU TBH5C63 ALFA I,84010280,Ponta Grossa,PR,PR,-25.0916,-50.1668
6947751,MUNICIPIO DE PONTA GROSSA,AMBULANCIA SAMU TBH5C65 BRAVO III,84010280,Ponta Grossa,PR,PR,-25.0916,-50.1668
6947891,MUNICIPIO DE PONTA GROSSA,AMBULANCIA SAMU BCV4I85 BRAVO I,84010280,Ponta Grossa,PR,PR,-25.0916,-50.1668
6947980,MUNICIPIO DE PONTA GROSSA,AMBULANCIA SAMU BEI7I07 BRAVO II,84010280,Ponta Grossa,PR,PR,-25.0916,-50.1668
6962424,PREFEITURA MUNICIPAL DE PRIMEIRO DE MAIO,SAMU PRIMEIRO DE MAIO,86140000,Primeiro de Maio,PR,PR,-22.8517,-51.0293
6961525,PREFEITURA MUNICIPAL DE TAMARANA,SAMU TAMARANA,86125000,Tamarana,PR,PR,-23.7204,-51.0991
6965148,MUNICIPIO DE LAJEADO,FARMACIA MEDICAMENTOS DO MUNICIPIO,95900702,Lajeado,RS,RS,-29.4591,-51.9644
6960332,MUNICIPIO DE CAMPO GRANDE,SESAU UNIDADE DE SUPORTE BASICO USB MORENINHA,79065700,Campo Grande,MS,MS,-20.4486,-54.6295
6968600,MUNICIPIO DE JAPERI,SAMU 192 BASICA,26440400,Japeri,RJ,RJ,-22.6435,-43.6602
6968287,MUNICIPIO DE JAPERI,SAMU 192 AVANCADA,26440400,Japeri,RJ,RJ,-22.6435,-43.6602
6956947,SECRETARIA MUNICIPAL DE SAUDE DE MANGARATIBA,SAMU UNIDADE MOVEL DE URGENCIA BASICO 02,23860000,Mangaratiba,RJ,RJ,-22.9594,-44.0409
6956955,SECRETARIA MUNICIPAL DE SAUDE DE MANGARATIBA,SAMU UNIDADE MOVEL AVANCADA 192,23860000,Mangaratiba,RJ,RJ,-22.9594,-44.0409
6953506,PREFEITURA MUNICIPAL DE BARRA DO CORDA,USB I DE BARRA DO CORDA,65950000,Barra do Corda,MA,MA,-5.49682,-45.2485
6963463,PREFEITURA MUNICIPAL DE BARRA DO CORDA,USB II DE BARRA DO CORDA,65950000,Barra do Corda,MA,MA,-5.49682,-45.2485
6963471,PREFEITURA MUNICIPAL DE BARRA DO CORDA,USA DE BARRA DO CORDA,65950000,Barra do Corda,MA,MA,-5.49682,-45.2485
6963528,PREFEITURA MUNICIPAL DE BARRA DO CORDA,MOTOLANCIA DE BARRA DO CORDA,65950000,Barra do Corda,MA,MA,-5.49682,-45.2485
6967817,MUNICIPIO DE GRAJAU,SAMU 192 SUPORTE BASICO DE VIDA I GRAJAU MA,65940000,Grajau,MA,MA,-5.81367,-46.1462
6967949,MUNICIPIO DE GRAJAU,SAMU 192 SUPORTE BASICO DE VIDA II GRAJAU MA,65940000,Grajau,MA,MA,-5.81367,-46.1462
6967957,MUNICIPIO DE GRAJAU,SAMU 192 SUPORTE BASICO DE VIDA III GRAJAU MA,65940000,Grajau,MA,MA,-5.81367,-46.1462
6968015,MUNICIPIO DE SAO VICENTE DO SERIDO,SAMU,58158000,Sao Vicente do Serido,PB,PB,-6.85426,-36.4122
6967159,MUNICIPAL DE SERRA GRANDE,SAMU 192 SERRA GRANDE,58955000,Serra Grande,PB,PB,-7.20957,-38.3647
6964761,MUNICIPIO DE ITUACU,SAMU 192 ITUACU BA,46640000,Ituacu,BA,BA,-13.8107,-41.3003
6963226,CARLOS ANTONIO DE OLIVEIRA CIA LTDA ME,DROGARIA SILVA,35633136,Bom Despacho,MG,MG,-19.7386,-45.2622
6966047,DROGARIA BOM DESPACHO LTDA,DROGARIA BOM DESPACHO LTDA,35630078,Bom Despacho,MG,MG,-19.7386,-45.2622
6962483,PREFEITURA MUNICIPAL DE SAO LOURENCO DA SERRA,SAMU DE SAO LOURENCO DA SERRA,6890000,Sao Lourenco da Serra,SP,SP,-23.8491,-46.9432
6965490,MUNICIPIO DE SENHOR DO BONFIM,SAMU AVANCADO,48970000,Senhor do Bonfim,BA,BA,-10.4594,-40.1865
6965539,MUNICIPIO DE SENHOR DO BONFIM,SAMU AVANCADO 2,48970000,Senhor do Bonfim,BA,BA,-10.4594,-40.1865
6964281,PREFEITURA MUNICIPAL DE PIRENOPOLIS,SAMU 192 USB01 PIRENOPOLIS,72980970,Pirenopolis,GO,GO,-15.8507,-48.9584
6954243,PREFEITURA DO MUNICIPIO DE OSASCO,BRAVO 04 BASE VILA YARA,6090020,Osasco,SP,SP,-23.5324,-46.7916
6954340,PREFEITURA DO MUNICIPIO DE OSASCO,BRAVO 03 BASE PS AYROSA,6283110,Osasco,SP,SP,-23.5324,-46.7916
6954391,PREFEITURA DO MUNICIPIO DE OSASCO,USA 01 CORPO DE BOMBEIROS,6120100,Osasco,SP,SP,-23.5324,-46.7916
6959008,SECRETARIA MUNICIPAL DE SAUDE SMS,SAMU 192 FORTALEZA J3,60455365,Fortaleza,CE,CE,-3.71664,-38.5423
6958923,SECRETARIA MUNICIPAL DE SAUDE SMS,SAMU 192 FORTALEZA J1,60455365,Fortaleza,CE,CE,-3.71664,-38.5423
6958974,SECRETARIA MUNICIPAL DE SAUDE SMS,SAMU 192 FORTALEZA J2,60455365,Fortaleza,CE,CE,-3.71664,-38.5423
6966462,PREFEITURA MUNICIPAL DE SANTO ANDRE,ALFA 02,9090400,Santo Andre,SP,SP,-23.6737,-46.5432
6966470,PREFEITURA MUNICIPAL DE SANTO ANDRE,BRAVO 12,9150140,Santo Andre,SP,SP,-23.6737,-46.5432
6966497,PREFEITURA MUNICIPAL DE SANTO ANDRE,BRAVO 11,9133000,Santo Andre,SP,SP,-23.6737,-46.5432
6966535,PREFEITURA MUNICIPAL DE SANTO ANDRE,BRAVO 05,9020220,Santo Andre,SP,SP,-23.6737,-46.5432
6966551,PREFEITURA MUNICIPAL DE SANTO ANDRE,BRAVO 07,9220610,Santo Andre,SP,SP,-23.6737,-46.5432
6965776,MUNICIPIO DE BOTUPORA,SAMU 192 BOTUPORA,46570013,Botupora,BA,BA,-13.3772,-42.5163
2846721,MUNICIPIO DE IBIRITE,FARMACIA DE TODOS UNIDADE VILA IDEAL,32423535,Ibirite,MG,MG,-20.0252,-44.0569
986712,CIA LATINO AMERICANA DE MEDICAMENTOS,FARMACIA PRECO POPULAR,89037500,Blumenau,SC,SC,-26.9155,-49.0709
989436,IMPERIAL FARMA LTDA,IMPERIAL FARMA LTDA,62930000,Limoeiro do Norte,CE,CE,-5.14392,-38.0847
983624,FARMACIA SEGATO LTDA,FARMACIA PRECO BAIXO,29192086,Aracruz,ES,ES,-19.82,-40.2764
987476,FARMACIA DROGACENTRO LTDA,FARMACIA DROGACENTRO,87820000,Cidade Gaucha,PR,PR,-23.3772,-52.9436
991600,BIOFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,BIOFARMA,69800000,Humaita,AM,AM,-7.51171,-63.0327
987972,FARMACIA E DROGARIA NISSEI S A,DROGARIAS NISSEI FILIAL 322,86600061,Rolandia,PR,PR,-23.3101,-51.3659
998648,ZOFOLI CIA LTDA,COOPERFARMA,85851180,Foz do Iguacu,PR,PR,-25.5427,-54.5827
3643727,RACHEL ANDARE,BIOFARMA,37550001,Pouso Alegre,MG,MG,-22.2266,-45.9389
9299815,H A MOREIRA FILHO ME,FARMACIA SAO JOSE,83980000,Antonio Olinto,PR,PR,-25.9804,-50.1972
3840476,DROGARIA NAZARIO E RIBEIRO LTDA,DROGARIA SAUDE,29400000,Mimoso do Sul,ES,ES,-21.0628,-41.3615
3420396,FUNDO MUNICIPAL DE SAUDE,FBM FARMACIA BASICA MUNICIPAL DE TUCANO,48790000,Tucano,BA,BA,-10.9584,-38.7894
3434877,CIA LATINO AMERICANA DE MEDICAMENTOS,DROGARIA CATARINENSE,88380000,Balneario Picarras,SC,SC,-26.7639,-48.6717
3859614,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,95660000,Tres Coroas,RS,RS,-29.5137,-50.7739
4015517,SERVICO DE VERIFICACAO DE OBITO SVO DO DISTRITO FEDERAL,SVO DF,72215270,Brasilia,DF,DF,-15.7795,-47.9297
3734528,SERVICOS DE HEMATOLOGIA E HEMOTERAPIA LTDA HEMOSERVICE,HEMOSERVICE CRUZEIRO,30310140,Belo Horizonte,MG,MG,-19.9102,-43.9266
3575039,WANDERSON GERALDO MACHADO SILVA EIRELI,DROGARIA AMERICANA SAUDE,35701426,Sete Lagoas,MG,MG,-19.4569,-44.2413
7256159,PREFEITURA MUNICIPAL DE ALTINOPOLIS,SAMU ALTINOPOLIS,14357300,Altinopolis,SP,SP,-21.0214,-47.3712
3734374,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,88036800,Florianopolis,SC,SC,-27.5945,-48.5477
4042964,ISABEL CRISTINA IMMICH LTDA,FARMACIA ISABEL,98787342,Santa Rosa,RS,RS,-27.8702,-54.4796
4011015,DROGARIA RODRIGUES LTDA,DROGARIA RODRIGUES,45260125,Pocoes,BA,BA,-14.5234,-40.3634
4019628,MUNICIPIO DE JOAO PINHEIRO,VIGILANCIA SANITARIA JOAO PINHEIRO,38770000,Joao Pinheiro,MG,MG,-17.7398,-46.1715
3542025,FARMACIA N TEIXEIRA LTDA,FARMACIA TEIXEIRA,61814036,Pacatuba,CE,CE,-3.9784,-38.6183
3889947,MEDICE NUNES MAIA,FARMACIA BANDEIRANTE MARACANAU,61934210,Maracanau,CE,CE,-3.86699,-38.6259
3830136,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,99530000,Chapada,RS,RS,-28.0559,-53.0665
4004205,FARMA JARDIM ITAPEMIRIM EIRELI,DROGARIA JARDIM ITAPEMIRIM,29315755,Cachoeiro de Itapemirim,ES,ES,-20.8462,-41.1198
4037685,DROGARIA ATIVA DA VILA PAULINE LTDA,DROGARIAS CERTA NILO PECANHA,26210012,Nova Iguacu,RJ,RJ,-22.7556,-43.4603
3734498,RESENDE RESENDE LTDA,DROGARIA POPULAR,36580000,Teixeiras,MG,MG,-20.6561,-42.8564
3816931,FARMA FARMA S A,FARMA FARMA,88301420,Itajai,SC,SC,-26.9101,-48.6705
3417875,PREFEITURA MUNICIPAL DE SAO JOSE DA SAFIRA,FARMACIA DE TODOS UNIDADE SAO JOSE DA SAFIRA,39785000,Sao Jose da Safira,MG,MG,-18.3243,-42.1431
3478092,EMPREENDIMENTOS PAGUE MENSO S A,FARMACIAS PAGUE MENOS 211,3989010,Sao Paulo,SP,SP,-23.5329,-46.6395
3502449,CIA LATINO AMERICANA DE MEDICAMENTOS,FARMACIA PRECO POPULAR,89080018,Indaial,SC,SC,-26.8992,-49.2354
3399729,MUNICIPIO DE XANXERE,FARMACIA BORTOLON,89820000,Xanxere,SC,SC,-26.8747,-52.4036
3501477,HIPER FARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,HIPER FARMA,62108000,Sobral,CE,CE,-3.68913,-40.3482
3435598,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,60125161,Fortaleza,CE,CE,-3.71664,-38.5423
482765,SECRETARIA DE ESTADO DE SAUDE PUBLICA,REDE DE FRIO 2CRS PARA,68790000,Santa Izabel do Para,PA,PA,-1.29686,-48.1606
482838,SECRETARIA DE ESTADO DE SAUDE PUBLICA,REDE DE FRIO 5CRS PARA,68660000,Sao Miguel do Guama,PA,PA,-1.61307,-47.4784
486450,SMS E SANEAMENTO BASICO DE BATALHA,CENTRAL DE ABASTECIMENTO DE IMUNOBIOLOGICOS DE BATALHA,64190000,Batalha,PI,PI,-4.0223,-42.0787
473588,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,8674003,Suzano,SP,SP,-23.5448,-46.3112
488518,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,90670001,Porto Alegre,RS,RS,-30.0318,-51.2065
666076,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO,38400434,Uberlandia,MG,MG,-18.9141,-48.2749
655023,A4 COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,A4 COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,94010000,Gravatai,RS,RS,-29.9413,-50.9869
643173,M G DA SILVA FAVARAO FARMACIA,FARMACIA NOVA,87360000,Goioere,PR,PR,-24.1835,-53.0248
651702,QUEIROZ FREIRE MEDICAMENTOS E PERFUMARIA LTDA,FARMA VIP,38400708,Uberlandia,MG,MG,-18.9141,-48.2749
634751,DROGRARIA TRES IRMAOS DE CAMBOATA,DROGARIA TRES IRMAOS,25780000,Sao Jose do Vale do Rio Preto,RJ,RJ,-22.1525,-42.9327
603279,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,60192200,Fortaleza,CE,CE,-3.71664,-38.5423
669822,DENNIBERG DA COSTA DA SILVA,DROGARIA RENOFARMA,62960017,Tabuleiro do Norte,CE,CE,-5.24353,-38.1282
624152,LUCAS SOUZA OLIVEIRA,DROGARIA SANTO ANTONIO,45450000,Gandu,BA,BA,-13.7441,-39.4747
677132,DROGARIA E PERFUMARIA VENEZA LTDA,DROGARIA E PERFUMARIA VENEZA LTDA,32145000,Contagem,MG,MG,-19.9321,-44.0539
664014,DROGARIA E FARMACIA SAO JORGE LTDA,DROGARIA E FARMACIA SAO JORGE,88020001,Florianopolis,SC,SC,-27.5945,-48.5477
654981,FARMACIA PRECO BAIXO DE SANTA BARBARA LTDA,FARMACIA PRECO BAIXO,35960000,Santa Barbara,MG,MG,-19.9604,-43.4101
665754,MRK MEDICAMENTOS EIRELI,ULTRA POPULAR,38400102,Uberlandia,MG,MG,-18.9141,-48.2749
665932,DROGARIA BORGES E SANTOS LTDA,DROGA AVILA,38425565,Uberlandia,MG,MG,-18.9141,-48.2749
665371,MUNICIPIO DE SERRA NOVA DOURADA,FARMACIA BASICA MUNICIPAL,78668000,Serra Nova Dourada,MT,MT,-12.0896,-51.4025
669946,COMERCIAL MAURICIO DE MEDICAMENTOS LTDA,FARMACIA IRACEMA,62960017,Tabuleiro do Norte,CE,CE,-5.24353,-38.1282
668702,FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA,FARMACIA DIARIAMENTE LOJA 10,55295530,Garanhuns,PE,PE,-8.88243,-36.4966
642649,FARMACIAS FARMAPAULO LTDA,FARMACIAS SAO PAULO,87040360,Maringa,PR,PR,-23.4205,-51.9333
651958,FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA,FARMACIA DIARIAMENTE,51110131,Recife,PE,PE,-8.04666,-34.8771
656763,ANGEOMED COMERCIO DE PRODUTOS MEDICO HOSPITALAR LTDA,ANGEOMED FARMACEUTICA,85601030,Francisco Beltrao,PR,PR,-26.0817,-53.0535
641219,FARMACIA E DROGARIA BLOEMER LTDA,AURORA FARMA,85410000,Nova Aurora,PR,PR,-24.5289,-53.2575
456675,ALCEU KLEINKAUF CIA LTDA,POUPAR MAIS FARMACIA,95660000,Tres Coroas,RS,RS,-29.5137,-50.7739
482897,SECRETARIA DE ESTADO DE SAUDE PUBLICA,REDE DE FRIO 10CRS PARA,68371030,Altamira,PA,PA,-3.20407,-52.21
635049,LIDER ORGANIZACAO COMERCIAL LTDA,DROGA LIDER TSL,38408288,Uberlandia,MG,MG,-18.9141,-48.2749
638161,LIDER ORGANIZACAO COMERCIAL LTDA,DROGA LIDER MA,38400128,Uberlandia,MG,MG,-18.9141,-48.2749
455504,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS DRUGSTORE,42850000,Dias dAvila,BA,BA,-12.6187,-38.2926
464627,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,80430180,Curitiba,PR,PR,-25.4195,-49.2646
470546,PREFEITURA MUNICIPAL DE IBARETAMA,CENTRAL DE REDE DE FRIO,63970000,Ibaretama,CE,CE,-4.80376,-38.7501
664022,FARMACIA FARMAGUI LTDA,FARMAGUI,88049300,Florianopolis,SC,SC,-27.5945,-48.5477
665029,PREFEITURA MUNICIPAL DE PONTES E LACERDA,CAF CENTRAL DE ABASTECIMENTO FARMACEUTICO,78250000,Pontes e Lacerda,MT,MT,-15.2219,-59.3435
681733,DROGA FARMA SHOPPING LTDA,DROGARIA ARIANE,32113340,Contagem,MG,MG,-19.9321,-44.0539
562009,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,90020150,Porto Alegre,RS,RS,-30.0318,-51.2065
513202,DROGARIA SANLUCIA LTDA,FARMACIA SANTA LUCIA,85710000,Santo Antonio do Sudoeste,PR,PR,-26.0737,-53.7251
608874,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,74815435,Goiania,GO,GO,-16.6864,-49.2643
617385,ADALBERTO CARLOS,FARMACIA SPESSATO,86760000,Munhoz de Melo,PR,PR,-23.1487,-51.7737
561940,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,60025061,Fortaleza,CE,CE,-3.71664,-38.5423
605026,MARCELO MIRANDA BARRETO,DROGARIA VIDA PLENA,39920000,Jordania,MG,MG,-15.9009,-40.1841
551988,FARMACIA E DROGARIA NISSEI S A,FARMACIA E DROGARIA NISSEI S A,87501000,Umuarama,PR,PR,-23.7656,-53.3201
621897,A C MARIN COMERCIO DE MEDICAMENTOS,MAX FARMA,87501020,Umuarama,PR,PR,-23.7656,-53.3201
606065,FARMACIA V D BRANDAO LTDA,FARMACIA BRANDAO,29615000,Laranja da Terra,ES,ES,-19.8994,-41.0621
643610,DIPS COMERCIO DE MEDICAMENTOS LTDA,PRECO BAIXO,87360000,Goioere,PR,PR,-24.1835,-53.0248
654973,ANDERSON A G BANHEZA FARMACIA,FARMACIA SAUDE,87540000,Perola,PR,PR,-23.8039,-53.6834
668001,A C PEREIRA DE LARA LTDA,FARMACIA BIGBOM,85440000,Ubirata,PR,PR,-24.5393,-52.9865
652482,MOTA MARIANO LTDA,PHARMACIA PARACATU,38600000,Paracatu,MG,MG,-17.2252,-46.8711
667536,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,91910001,Porto Alegre,RS,RS,-30.0318,-51.2065
652873,DROGARIA NAGU LTDA,FARMAVALE MALHEIROS,12630000,Cachoeira Paulista,SP,SP,-22.6665,-45.0154
654736,M J J FARMACIA LTDA,FARMACIA BOM JESUS,85760000,Capanema,PR,PR,-25.6691,-53.8055
633135,FARMACIA ADFARMA LTDA,FARMACIA ADFARMA,87360000,Goioere,PR,PR,-24.1835,-53.0248
647667,R R LABORATORIOS FARMACEUTICO LTDA,FARMATTIVA,87360000,Goioere,PR,PR,-24.1835,-53.0248
656461,RAIA DROGASIL S A,DROGARAIA,84015050,Ponta Grossa,PR,PR,-25.0916,-50.1668
672521,DROGARIA E FARMACIA CIDADE ALTA EIRELI,DROGARIA E FARMACIA CIDADE ALTA,88901024,Ararangua,SC,SC,-28.9356,-49.4918
535834,AURICELIA HENRIQUES DA SILVA BESERRA,FARMACIA SANTA JOANA,58755000,Princesa Isabel,PB,PB,-7.73175,-37.9886
667749,SO SAUDE DROGARIA E PERFUMARIA LTDA,SO SAUDE DROGARIA E PERFUMARIA,32341310,Contagem,MG,MG,-19.9321,-44.0539
620394,FERNANDEZ COMERCIO DE MEDICAMENTOS S A,FERNANDEZ CIA LTDA,97900000,Cerro Largo,RS,RS,-28.1463,-54.7428
647209,MG DROGARIA LTDA,FARMACIA SULINA,98796230,Santa Rosa,RS,RS,-27.8702,-54.4796
556742,MUNICIPIO DE SANHARO,CENTRAL DE ASSISTENCIA FARMACEUTICO CAF SANHARO,55250042,Sanharo,PE,PE,-8.36097,-36.5696
671053,FARMA PRIME DROGARIA EIRELI,FARMA PRIME,62030362,Sobral,CE,CE,-3.68913,-40.3482
671266,PREFEITURA MUNICIPAL DO PAULISTA,POLO COVID 19 JOAO ABIMAEL,53401441,Paulista,PE,PE,-7.93401,-34.8684
675407,PAULO ROBERTO CASTRO NOVAES CIA LTDA,FARMACIA DO POVO,46270000,Piripa,BA,BA,-14.9444,-41.7168
643823,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,95020425,Caxias do Sul,RS,RS,-29.1629,-51.1792
656453,NOSTRA FARMA FARMACIAS LTDA,NOSTRA FARMA,99700016,Erechim,RS,RS,-27.6364,-52.2697
670103,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,90035191,Porto Alegre,RS,RS,-30.0318,-51.2065
671088,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,90035091,Porto Alegre,RS,RS,-30.0318,-51.2065
674028,V L K FARMACIA LTDA,VLK FARMACIA LTDA,91790050,Porto Alegre,RS,RS,-30.0318,-51.2065
658669,MUNICIPIO DE URUGUAIANA,FARMACIA NO BAIRRO HIPICA,97511680,Uruguaiana,RS,RS,-29.7614,-57.0853
635308,LIDER ORGANIZACAO COMERCIAL LTDA,DROGARIA LIDER TV,38400100,Uberlandia,MG,MG,-18.9141,-48.2749
665746,SANTANA ULTRA POPULAR MEDICAMENTOS LTDA,ULTRA POPULAR,38400130,Uberlandia,MG,MG,-18.9141,-48.2749
671274,PREFEITURA MUNICIPAL DO PAULISTA,POLO COVID 19 ARTHUR LUNDGREN II,53416540,Paulista,PE,PE,-7.93401,-34.8684
617792,FARMACIA FITARVIDA LTDA,FARMACIAS FITARVIDA,32400289,Ibirite,MG,MG,-20.0252,-44.0569
606286,BARBIERO MACHADO CIA LTDA,FARMATRAT FARMACIAS DE MANIPULACAO FILIAL 2,97050002,Santa Maria,RS,RS,-29.6868,-53.8149
669059,FARMACIA STRAFARMA LTDA,FARMACIA UNIPRECO ATUBA,83408280,Colombo,PR,PR,-25.2925,-49.2262
618489,D ANDERSON DA SILVA E CIA LTDA,FARMACIA SAO JORGE,87325000,Farol,PR,PR,-24.0958,-52.6217
667862,COMERCIO DE PRODUTOS FARMACEUTICOS MONTES LTDA,FARMACIA CENTRAL,86950000,Fenix,PR,PR,-23.9135,-51.9805
483656,M I M SERVICOS DE UTI MOVEL LTDA,ANJUS EMERGENCIAS MEDICAS,95300000,Lagoa Vermelha,RS,RS,-28.2093,-51.5248
664383,RAIA DROGASIL S A,DROGA RAIA,85851110,Foz do Iguacu,PR,PR,-25.5427,-54.5827
501476,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS 15,97045100,Santa Maria,RS,RS,-29.6868,-53.8149
667269,DROGARIA A PEDROZO LTDA,DROGARIA A PEDROZO LTDA,91010007,Porto Alegre,RS,RS,-30.0318,-51.2065
670839,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,91110580,Porto Alegre,RS,RS,-30.0318,-51.2065
475262,MUNICIPIO DE BACABAL,CENTRAL MUNICIPAL DE REDE DE FRIO DE BACABAL,65700000,Bacabal,MA,MA,-4.22447,-44.7832
479977,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,69912900,Rio Branco,AC,AC,-9.97499,-67.8243
479004,SECRETARIA MUNICIPAL DE SAUDE DE PIRIPIRI,CENTRAL DE ABASTECIMENTO DE IMUNOBIOLOGICOS PIRIPIRI,64260000,Piripiri,PI,PI,-4.27157,-41.7716
471623,PREFEITURA MUNICIPAL DE UMARI,CENTRAL DE ABASTECIMENTO FARMACEUTICO CAF,63310000,Umari,CE,CE,-6.63893,-38.7008
487260,MUNICIPIO DE CORRENTES,CENTRAL DE VACINAS DE CORRENTES,55315000,Correntes,PE,PE,-9.12117,-36.3244
514403,PEREIRA GONCALVES AVILA TEIXEIRA LTDA,PHARMACIA DE MANIPULACAO ESSENCIA DA TERRA,37110000,Eloi Mendes,MG,MG,-21.6088,-45.5691
507768,PREFEITURA MUNICIPAL DE OLINDA,CENTRAL DE ABASTECIMENTO FARMACEUTICO DE OLINDA,53150470,Olinda,PE,PE,-8.01017,-34.8545
558176,CIA LATINO AMERICANA DE MEDICAMENTOS,DROGARIA CATARINENSE,89802000,Chapeco,SC,SC,-27.1004,-52.6152
561029,SILVAS COMERCIO DE MEDICAMENTOS LTDA,FARMA SUL,76811338,Porto Velho,RO,RO,-8.76077,-63.8999
541257,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 1253,1545000,Sao Paulo,SP,SP,-23.5329,-46.6395
513555,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,97650000,Itaqui,RS,RS,-29.1311,-56.5515
552259,DROGARIA SAO PAULO S A,DROGARIAS PACHECO,74230010,Goiania,GO,GO,-16.6864,-49.2643
448966,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,99704190,Erechim,RS,RS,-27.6364,-52.2697
460710,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,85170023,Pinhao,PR,PR,-25.6944,-51.6536
469637,MUNICIPIO DE SAO JOSE DO OURO,FARMACIA PUBLICA,99870000,Sao Jose do Ouro,RS,RS,-27.7707,-51.5966
464635,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,40140902,Salvador,BA,BA,-12.9718,-38.5011
461326,EMPREENDIMENTOS PAGUA MENOS S A,FARMACIA PAGUE MENOS,55012290,Caruaru,PE,PE,-8.28455,-35.9699
456624,DROGARIA MILLER LTDA,FARMACIA SUPER POPULAR NACOES UNIDAS,76804188,Porto Velho,RO,RO,-8.76077,-63.8999
460664,MUNICIPIO DE SAO CRISTOVAO,CENTRAL DE REDE DE FRIO SAO CRISTOVAO,49100113,Sao Cristovao,SE,SE,-11.0084,-37.2044
466611,PREFEITURA DO MUNICIPIO DE SAO PAULO,UPA MOOCA III DOM PAULO EVARISTO ARNS,3163030,Sao Paulo,SP,SP,-23.5329,-46.6395
457892,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,90430100,Porto Alegre,RS,RS,-30.0318,-51.2065
5483107,SMS RIO CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR 1 AP 10,SMS CENTRO DE REF EM SAUDE DO TRABALHADOR 1 AP 10,20910025,Rio de Janeiro,RJ,RJ,-22.9129,-43.2003
2752891,CENTRO DE HEMOTERAPIA E HEMATOLOGIA DO PARA,HEMOPA DE ALTAMIRA,68371970,Altamira,PA,PA,-3.20407,-52.21
